id,system,source_name,concept,size_cm,exam_name,teach
FJ1932,arterial,Abdominal aorta,content of abdomen,18.7,,
FJ1981,venous,Accessory hemiazygos vein,accessory hemiazygos vein,12.9,,
FJ3009,arterial,Accessory subsuperior branch of right posterior basal segmental artery,accessory subsuperior branch of right posterior basal segmental artery,3.3,,
FJ3010,arterial,Accessory subsuperior branch of right posterior basal segmental artery,accessory subsuperior branch of right posterior basal segmental artery,1.3,,
FJ2211,arterial,Acromial branch of left thoraco-acromial artery,acromial branch of left thoraco-acromial artery,4.4,,
FJ2263,arterial,Acromial branch of right thoraco-acromial artery,acromial branch of right thoraco-acromial artery,4.4,,
FJ2883,arterial,Left anterior basal segmental artery,anterior basal segmental artery,11.3,,
FJ2886,arterial,Left anterior basal segmental artery,anterior basal segmental artery,3.7,,
FJ2887,arterial,Left anterior basal segmental artery,anterior basal segmental artery,1.9,,
FJ2535,respiratory,Left anterior basal segmental bronchial tree,left anterior basal segmental bronchial tree,4.3,,
FJ2536,respiratory,Left anterior basal segmental bronchial tree,left anterior basal segmental bronchial tree,5.1,,
FJ2538,respiratory,Left anterior basal segmental bronchial tree,left anterior basal segmental bronchial tree,4.1,,
FJ2452,respiratory,Right anterior basal segmental bronchial tree,right anterior basal segmental bronchial tree,7.1,,
FJ2493,respiratory,Right anterior basal segmental bronchial tree,right anterior basal segmental bronchial tree,3.8,,
FJ2494,respiratory,Right anterior basal segmental bronchial tree,right anterior basal segmental bronchial tree,1.3,,
FJ2956,venous,Left anterior basal segmental vein,left anterior basal segmental vein,8.0,,
FJ2957,venous,Left anterior basal segmental vein,left anterior basal segmental vein,2.6,,
FJ2959,venous,Left anterior basal segmental vein,left anterior basal segmental vein,5.4,,
FJ2960,venous,Left anterior basal segmental vein,left anterior basal segmental vein,2.9,,
FJ3049,venous,Right anterior basal segmental vein,right anterior basal segmental vein,4.6,,
FJ3056,venous,Right anterior basal segmental vein,right anterior basal segmental vein,2.8,,
FJ2982,arterial,Anterior branch of lateral segmental artery,anterior branch of lateral segmental artery,6.1,,
FJ2985,arterial,Anterior branch of lateral segmental artery,anterior branch of lateral segmental artery,1.9,,
FJ2975,arterial,Anterior branch of right anterior segmental artery,anterior branch of right anterior segmental artery,5.4,,
FJ2976,arterial,Anterior branch of right anterior segmental artery,anterior branch of right anterior segmental artery,1.3,,
FJ2977,arterial,Anterior branch of right anterior segmental artery,anterior branch of right anterior segmental artery,2.0,,
FJ2979,arterial,Anterior branch of right anterior segmental artery,anterior branch of right anterior segmental artery,1.5,,
FJ2725,venous,Anterior cardiac vein,anterior cardiac vein,3.3,,
FJ2730,venous,Anterior cardiac vein,anterior cardiac vein,1.3,,
FJ3406,arterial,Anterior cecal artery,anterior cecal artery,1.4,,
FJ2212,arterial,Left anterior circumflex humeral artery,left anterior circumflex humeral artery,6.7,,
FJ2264,arterial,Right anterior circumflex humeral artery,right anterior circumflex humeral artery,6.7,,
FJ2213,venous,Left anterior circumflex humeral vein,left anterior circumflex humeral vein,6.3,,
FJ2265,venous,Right anterior circumflex humeral vein,right anterior circumflex humeral vein,6.3,,
FJ2435,cardiac,Anterior cusp of aortic valve,anterior cusp of aortic valve,2.0,,
FJ2417,cardiac,Left anterior cusp of pulmonary valve,left anterior cusp of pulmonary valve,2.0,,
FJ2434,cardiac,Right anterior cusp of pulmonary valve,right anterior cusp of pulmonary valve,2.4,,
FJ3458,arterial,Anterior division of left renal artery,anterior division of left renal artery,3.4,,
FJ3459,arterial,Anterior division of left renal artery,anterior division of left renal artery,2.9,,
FJ3460,arterial,Anterior division of left renal artery,anterior division of left renal artery,4.9,,
FJ3461,arterial,Anterior division of left renal artery,anterior division of left renal artery,7.8,,
FJ3462,arterial,Anterior division of left renal artery,anterior division of left renal artery,2.9,,
FJ3463,arterial,Anterior division of left renal artery,anterior division of left renal artery,4.1,,
FJ3558,arterial,Anterior division of right renal artery,anterior division of right renal artery,3.5,,
FJ3559,arterial,Anterior division of right renal artery,anterior division of right renal artery,1.9,,
FJ3560,arterial,Anterior division of right renal artery,anterior division of right renal artery,2.0,,
FJ3561,arterial,Anterior division of right renal artery,anterior division of right renal artery,2.3,,
FJ3562,arterial,Anterior division of right renal artery,anterior division of right renal artery,5.7,,
FJ3563,arterial,Anterior division of right renal artery,anterior division of right renal artery,7.9,,
FJ3401,arterial,Anterior inferior pancreaticoduodenal artery,anterior inferior pancreaticoduodenal artery,3.1,,
FJ3074,venous,Anterior inferior segmental branch of right portal vein,anterior inferior segmental branch of right portal vein,8.9,,
FJ3075,arterial,Anterior inferior segmental hepatic artery,anterior inferior segmental hepatic artery,7.0,,
FJ3083,venous,Anterior inferior segmental tributary of middle hepatic vein,anterior inferior segmental tributary of middle hepatic vein,9.4,,
FJ3086,venous,Anterior inferior segmental tributary of middle hepatic vein,anterior inferior segmental tributary of middle hepatic vein,4.6,,
FJ2657,venous,Anterior interventricular vein,anterior interventricular vein,2.4,,
FJ2658,venous,Anterior interventricular vein,anterior interventricular vein,2.0,,
FJ2659,venous,Anterior interventricular vein,anterior interventricular vein,4.3,,
FJ2660,venous,Anterior interventricular vein,anterior interventricular vein,1.3,,
FJ2661,venous,Anterior interventricular vein,anterior interventricular vein,2.1,,
FJ2662,venous,Anterior interventricular vein,anterior interventricular vein,1.5,,
FJ2663,venous,Anterior interventricular vein,anterior interventricular vein,1.7,,
FJ2664,venous,Anterior interventricular vein,anterior interventricular vein,1.1,,
FJ2665,venous,Anterior interventricular vein,anterior interventricular vein,7.3,,
FJ2420,cardiac,Anterior leaflet of mitral valve,anterior leaflet of mitral valve,4.9,,
FJ2421,cardiac,Anterior leaflet of tricuspid valve,anterior leaflet of tricuspid valve,4.4,,
FJ3034,venous,Anterior part of lateral segmental vein,anterior part of lateral segmental vein,5.5,,
FJ3035,venous,Anterior part of lateral segmental vein,anterior part of lateral segmental vein,3.9,,
FJ3036,venous,Anterior part of lateral segmental vein,anterior part of lateral segmental vein,2.9,,
FJ2978,arterial,Anterior part of right apical segmental artery,anterior part of right apical segmental artery,5.7,,
FJ2989,arterial,Anterior part of right apical segmental artery,anterior part of right apical segmental artery,1.6,,
FJ3000,arterial,Anterior part of right apical segmental artery,anterior part of right apical segmental artery,0.9,,
FJ3011,arterial,Anterior part of right apical segmental artery,anterior part of right apical segmental artery,0.8,,
FJ3042,venous,Anterior part of right apical segmental vein,anterior part of right apical segmental vein,2.2,,
FJ3053,venous,Anterior part of right apical segmental vein,anterior part of right apical segmental vein,2.0,,
FJ2902,arterial,Left anterior segmental artery,left anterior segmental artery,5.2,,
FJ2904,arterial,Left anterior segmental artery,left anterior segmental artery,1.5,,
FJ2905,arterial,Left anterior segmental artery,left anterior segmental artery,1.4,,
FJ2906,arterial,Left anterior segmental artery,left anterior segmental artery,8.2,,
FJ2907,arterial,Left anterior segmental artery,left anterior segmental artery,1.2,,
FJ2908,arterial,Left anterior segmental artery,left anterior segmental artery,5.3,,
FJ2909,arterial,Left anterior segmental artery,left anterior segmental artery,1.4,,
FJ2910,arterial,Left anterior segmental artery,left anterior segmental artery,2.7,,
FJ2041,arterial,Right anterior segmental artery,right anterior segmental artery,2.8,,
FJ2044,arterial,Right anterior segmental artery,right anterior segmental artery,3.9,,
FJ2443,respiratory,Left anterior segmental bronchial tree,superior division of upper lobe part of left bronchial tree,4.8,,
FJ2467,respiratory,Left anterior segmental bronchial tree,superior division of upper lobe part of left bronchial tree,6.9,,
FJ2468,respiratory,Left anterior segmental bronchial tree,superior division of upper lobe part of left bronchial tree,3.0,,
FJ2469,respiratory,Left anterior segmental bronchial tree,superior division of upper lobe part of left bronchial tree,1.7,,
FJ2471,respiratory,Left anterior segmental bronchial tree,superior division of upper lobe part of left bronchial tree,1.1,,
FJ2472,respiratory,Left anterior segmental bronchial tree,superior division of upper lobe part of left bronchial tree,1.2,,
FJ2473,respiratory,Left anterior segmental bronchial tree,superior division of upper lobe part of left bronchial tree,1.8,,
FJ2474,respiratory,Left anterior segmental bronchial tree,superior division of upper lobe part of left bronchial tree,2.5,,
FJ2453,respiratory,Right anterior segmental bronchial tree,right anterior segmental bronchial tree,6.2,,
FJ2509,respiratory,Right anterior segmental bronchial tree,right anterior segmental bronchial tree,5.2,,
FJ2510,respiratory,Right anterior segmental bronchial tree,right anterior segmental bronchial tree,2.4,,
FJ2511,respiratory,Right anterior segmental bronchial tree,right anterior segmental bronchial tree,0.9,,
FJ2512,respiratory,Right anterior segmental bronchial tree,right anterior segmental bronchial tree,1.5,,
FJ2513,respiratory,Right anterior segmental bronchial tree,right anterior segmental bronchial tree,1.9,,
FJ2514,respiratory,Right anterior segmental bronchial tree,right anterior segmental bronchial tree,1.8,,
FJ2930,venous,Left anterior segmental vein,left anterior segmental vein,5.3,,
FJ2931,venous,Left anterior segmental vein,left anterior segmental vein,4.0,,
FJ2932,venous,Left anterior segmental vein,left anterior segmental vein,1.8,,
FJ3028,venous,Right anterior segmental vein,right anterior segmental vein,3.7,,
FJ3029,venous,Right anterior segmental vein,right anterior segmental vein,1.2,,
FJ3409,arterial,Anterior superior pancreaticoduodenal artery,anterior superior pancreaticoduodenal artery,4.3,,
FJ3073,venous,Anterior superior segmental branch of right portal vein,anterior superior segmental branch of right portal vein,6.5,,
FJ3076,arterial,Anterior superior segmental hepatic artery,anterior superior segmental hepatic artery,6.2,,
FJ3121,venous,Anterior superior segmental tributary of right hepatic vein,anterior superior segmental tributary of right hepatic vein,7.0,,
FJ2259,arterial,Left anterior ulnar recurrent artery,left anterior ulnar recurrent artery,2.1,,
FJ2311,arterial,Right anterior ulnar recurrent artery,right anterior ulnar recurrent artery,2.1,,
FJ2967,arterial,Apical part of right apical segmental artery,apical part of right apical segmental artery,5.6,,
FJ3015,arterial,Apical part of right apical segmental artery,apical part of right apical segmental artery,1.5,,
FJ3016,arterial,Apical part of right apical segmental artery,apical part of right apical segmental artery,2.6,,
FJ3017,arterial,Apical part of right apical segmental artery,apical part of right apical segmental artery,0.7,,
FJ3064,venous,Apical part of right apical segmental vein,apical part of apical segmental vein,5.4,,
FJ3067,venous,Apical part of right apical segmental vein,apical part of apical segmental vein,1.0,,
FJ3068,venous,Apical part of right apical segmental vein,apical part of apical segmental vein,0.9,,
FJ2968,arterial,Apical part of right posterior segmental artery,apical part of right posterior segmental artery,1.4,,
FJ2969,arterial,Apical part of right posterior segmental artery,apical part of right posterior segmental artery,0.9,,
FJ3018,arterial,Apical part of right posterior segmental artery,apical part of right posterior segmental artery,4.6,,
FJ2915,arterial,Left apical segmental artery,apical segmental artery,7.3,,
FJ2916,arterial,Left apical segmental artery,apical segmental artery,4.0,,
FJ2917,arterial,Left apical segmental artery,apical segmental artery,2.4,,
FJ2918,arterial,Left apical segmental artery,apical segmental artery,1.6,,
FJ2444,respiratory,Left apical segmental bronchial tree,left apical segmental bronchial tree,8.1,,
FJ2460,respiratory,Left apical segmental bronchial tree,left apical segmental bronchial tree,3.8,,
FJ2461,respiratory,Left apical segmental bronchial tree,left apical segmental bronchial tree,2.9,,
FJ2462,respiratory,Left apical segmental bronchial tree,left apical segmental bronchial tree,1.2,,
FJ2463,respiratory,Left apical segmental bronchial tree,left apical segmental bronchial tree,1.1,,
FJ2464,respiratory,Left apical segmental bronchial tree,left apical segmental bronchial tree,0.8,,
FJ2454,respiratory,Right apical segmental bronchial tree,right apical segmental bronchial tree,5.7,,
FJ2520,respiratory,Right apical segmental bronchial tree,right apical segmental bronchial tree,3.9,,
FJ2521,respiratory,Right apical segmental bronchial tree,right apical segmental bronchial tree,2.4,,
FJ2522,respiratory,Right apical segmental bronchial tree,right apical segmental bronchial tree,2.9,,
FJ2523,respiratory,Right apical segmental bronchial tree,right apical segmental bronchial tree,0.8,,
FJ2524,respiratory,Right apical segmental bronchial tree,right apical segmental bronchial tree,1.1,,
FJ2525,respiratory,Right apical segmental bronchial tree,right apical segmental bronchial tree,0.9,,
FJ2526,respiratory,Right apical segmental bronchial tree,right apical segmental bronchial tree,0.9,,
FJ2936,venous,Left apical segmental vein,apical segmental vein,9.0,,
FJ2947,venous,Left apical segmental vein,apical segmental vein,2.2,,
FJ2958,venous,Left apical segmental vein,apical segmental vein,3.6,,
FJ2961,venous,Left apical segmental vein,apical segmental vein,2.8,,
FJ2962,venous,Left apical segmental vein,apical segmental vein,1.9,,
FJ2963,venous,Left apical segmental vein,apical segmental vein,0.9,,
FJ2964,venous,Left apical segmental vein,apical segmental vein,0.9,,
FJ3411,arterial,Arch of aorta,arch of aorta,8.7,,
FJ3413,arterial,Ascending aorta,ascending aorta,4.8,,
FJ3414,arterial,Ascending branch of inferior branch of ileocolic artery,ascending branch of inferior branch of ileocolic artery,4.6,,
FJ3399,arterial,Ascending branch of left colic artery,ascending branch of left colic artery,8.9,,
FJ3658,venous,Ascending lumbar vein,ascending lumbar vein,5.1,,
FJ3493,venous,Left ascending lumbar vein,left ascending lumbar vein,15.0,,
FJ3589,venous,Right ascending lumbar vein,right ascending lumbar vein,15.9,,
FJ2216,arterial,Left axillary artery,left axillary artery,8.2,,
FJ2268,arterial,Right axillary artery,right axillary artery,8.2,,
FJ2217,venous,Left axillary vein,left axillary vein,10.2,,
FJ2269,venous,Right axillary vein,right axillary vein,10.2,,
FJ3416,venous,Azygos vein,azygos vein,21.8,,
FJ3002,arterial,Basal branch of right anterior basal segmental artery,basal branch of right anterior basal segmental artery,3.7,,
FJ3003,arterial,Basal branch of right anterior basal segmental artery,basal branch of right anterior basal segmental artery,1.2,,
FJ3178,skeletal,Body of sternum,sternal part of chest,11.0,,
FJ2219,arterial,Left brachial artery,left brachial artery,25.4,,
FJ2271,arterial,Right brachial artery,right brachial artery,25.4,,
FJ3417,arterial,Brachiocephalic artery,brachiocephalic artery,3.8,,
FJ3482,venous,Left brachiocephalic vein,left brachiocephalic vein,5.2,,
FJ3583,venous,Right brachiocephalic vein,brachiocephalic vein,5.2,,
FJ1933,arterial,Bronchial artery,bronchial artery,6.2,,
FJ3418,arterial,Bronchial branch of arch of aorta,variant systemic artery,4.7,,
FJ3419,arterial,Caudal pancreatic artery,caudal pancreatic artery,2.9,,
FJ3077,arterial,Caudate lobe branch of left hepatic artery,caudate lobe branch of left hepatic artery,3.7,,
FJ3124,venous,Caudate lobe branch of left portal vein,caudate lobe branch of left portal vein,3.4,,
FJ1916,arterial,Caudate lobe branch of right hepatic artery,caudate lobe branch of right hepatic artery,1.7,,
FJ2386,arterial,Caudate lobe branch of right hepatic artery,caudate lobe branch of right hepatic artery,1.7,,
FJ1914,venous,Caudate lobe branch of right portal vein,caudate lobe branch of right portal vein,1.3,,
FJ2425,cardiac,Cavity of left atrium,cavity of left atrium,6.9,,
FJ2422,cardiac,Cavity of left ventricle,cavity of left ventricle,7.2,,
FJ2424,cardiac,Cavity of right atrium,cavity of right atrium,9.2,,
FJ2423,cardiac,Cavity of right ventricle,cavity of right ventricle,8.1,,
FJ1846,arterial,Celiac artery,celiac artery,2.3,,
FJ2013,arterial,Celiac artery,celiac artery,2.3,,
FJ3421,arterial,Celiac trunk,celiac trunk,2.3,,
FJ2649,arterial,Circumflex branch of left coronary artery,circumflex branch of left coronary artery,3.5,,
FJ2650,arterial,Circumflex branch of left coronary artery,circumflex branch of left coronary artery,1.7,,
FJ2651,arterial,Circumflex branch of left coronary artery,circumflex branch of left coronary artery,2.3,,
FJ2652,arterial,Circumflex branch of left coronary artery,circumflex branch of left coronary artery,1.5,,
FJ2653,arterial,Circumflex branch of left coronary artery,circumflex branch of left coronary artery,1.0,,
FJ2654,arterial,Circumflex branch of left coronary artery,circumflex branch of left coronary artery,1.2,,
FJ2221,arterial,Left circumflex scapular artery,left circumflex scapular artery,3.6,,
FJ2273,arterial,Right circumflex scapular artery,right circumflex scapular artery,3.6,,
FJ2222,venous,Left circumflex scapular vein,left circumflex scapular vein,5.1,,
FJ2274,venous,Right circumflex scapular vein,right circumflex scapular vein,5.1,,
FJ3494,arterial,Left colic artery,left colic artery,1.9,,
FJ3590,arterial,Right colic artery,right colic artery,6.4,,
FJ3400,venous,Left colic vein,left colic vein,9.0,,
FJ3429,venous,Left colic vein,left colic vein,3.8,,
FJ3495,venous,Left colic vein,left colic vein,1.1,,
FJ3591,venous,Right colic vein,right colic vein,6.4,,
FJ3483,arterial,Left common carotid artery,left common carotid artery,6.6,,
FJ3564,arterial,Right common carotid artery,right common carotid artery,4.4,,
FJ3078,arterial,Common hepatic artery,common hepatic artery,2.1,,
FJ3565,arterial,Right common iliac artery,right common iliac artery,6.1,,
FJ2223,arterial,Left common interosseous artery,left common interosseous artery,1.1,,
FJ2275,arterial,Right common interosseous artery,right common interosseous artery,1.1,,
FJ2670,arterial,Right conus artery,right conus artery,2.0,,
FJ2676,arterial,Right conus artery,right conus artery,1.4,,
FJ2643,arterial,Conus branch of anterior interventricular branch of left coronary artery,conus branch of anterior interventricular branch of left coronary artery,2.9,,
FJ2644,arterial,Conus branch of anterior interventricular branch of left coronary artery,conus branch of anterior interventricular branch of left coronary artery,1.5,,
FJ2655,venous,Coronary sinus,coronary sinus,4.9,,
FJ2224,arterial,Left costocervical trunk,left costocervical trunk,0.8,,
FJ2276,arterial,Right costocervical trunk,right costocervical trunk,0.8,,
FJ2225,arterial,Left deep brachial artery,left deep brachial artery,6.9,,
FJ2277,arterial,Right deep brachial artery,right deep brachial artery,6.9,,
FJ2230,arterial,Deltoid branch of left thoraco-acromial artery,deltoid branch of left thoraco-acromial artery,5.0,,
FJ2282,arterial,Deltoid branch of right thoraco-acromial artery,deltoid branch of right thoraco-acromial artery,5.0,,
FJ3427,arterial,Descending aorta,descending aorta,33.5,,
FJ3428,arterial,Descending branch of left colic artery,descending branch of left colic artery,3.8,,
FJ1931,arterial,Descending thoracic aorta,descending thoracic aorta,17.1,,
FJ2633,arterial,Diagonal branch of anterior descending branch of left coronary artery,diagonal branch of anterior descending branch of left coronary artery,2.7,,
FJ2634,arterial,Diagonal branch of anterior descending branch of left coronary artery,diagonal branch of anterior descending branch of left coronary artery,1.1,,
FJ2635,arterial,Diagonal branch of anterior descending branch of left coronary artery,diagonal branch of anterior descending branch of left coronary artery,4.6,,
FJ2636,arterial,Diagonal branch of anterior descending branch of left coronary artery,diagonal branch of anterior descending branch of left coronary artery,1.5,,
FJ2637,arterial,Diagonal branch of anterior descending branch of left coronary artery,diagonal branch of anterior descending branch of left coronary artery,0.8,,
FJ2638,arterial,Diagonal branch of anterior descending branch of left coronary artery,diagonal branch of anterior descending branch of left coronary artery,1.1,,
FJ2639,arterial,Diagonal branch of anterior descending branch of left coronary artery,diagonal branch of anterior descending branch of left coronary artery,0.9,,
FJ2640,arterial,Diagonal branch of anterior descending branch of left coronary artery,diagonal branch of anterior descending branch of left coronary artery,0.9,,
FJ2642,arterial,Diagonal branch of anterior descending branch of left coronary artery,diagonal branch of anterior descending branch of left coronary artery,4.9,,
FJ2648,arterial,Diagonal branch of anterior descending branch of left coronary artery,diagonal branch of anterior descending branch of left coronary artery,1.3,,
FJ3131,muscular,Diaphragm,wall of abdomen,24.3,,
FJ3430,arterial,Dorsal pancreatic artery,dorsal pancreatic artery,3.1,,
FJ2232,arterial,Left dorsal scapular artery,left dorsal scapular artery,17.8,,
FJ2284,arterial,Right dorsal scapular artery,right dorsal scapular artery,17.8,,
FJ3235,skeletal,Left eighth rib,left eighth rib,15.8,,
FJ3347,skeletal,Right eighth rib,right eighth rib,15.8,,
FJ3174,skeletal,Eighth thoracic vertebra,eighth thoracic vertebra,7.1,,
FJ3226,skeletal,Left eleventh rib,left eleventh rib,11.4,,
FJ3331,skeletal,Right eleventh rib,right eleventh rib,11.4,,
FJ3155,skeletal,Eleventh thoracic vertebra,eleventh thoracic vertebra,8.0,,
FJ2770,respiratory,Epiglottis,heterogeneous cluster,3.0,,
FJ1934,arterial,Esophageal artery,esophageal artery,5.4,,
FJ2563,digestive,Esophagus,upper gastrointestinal tract,27.4,,
FJ3251,skeletal,Left fifth costal cartilage,left fifth costal cartilage,6.4,,
FJ3341,skeletal,Right fifth costal cartilage,right fifth costal cartilage,6.4,,
FJ3232,skeletal,Left fifth rib,left fifth rib,18.5,,
FJ3342,skeletal,Right fifth rib,right fifth rib,18.5,,
FJ3169,skeletal,Fifth thoracic vertebra,fifth thoracic vertebra,7.1,,
FJ2671,arterial,First anterior ventricular branch of right coronary artery,first anterior ventricular branch of right coronary artery,2.4,,
FJ2673,arterial,First anterior ventricular branch of right coronary artery,first anterior ventricular branch of right coronary artery,2.2,,
FJ2677,arterial,First anterior ventricular branch of right coronary artery,first anterior ventricular branch of right coronary artery,1.3,,
FJ3239,skeletal,Left first costal cartilage,left first costal cartilage,3.7,,
FJ3333,skeletal,Right first costal cartilage,right first costal cartilage,3.7,,
FJ1973,arterial,Left first posterior intercostal artery,left first posterior intercostal artery,6.9,,
FJ1939,arterial,Right first posterior intercostal artery,right first posterior intercostal artery,6.9,,
FJ2714,arterial,First posterior ventricular branch of right coronary artery,first posterior ventricular branch of right coronary artery,4.9,,
FJ2715,arterial,First posterior ventricular branch of right coronary artery,first posterior ventricular branch of right coronary artery,0.7,,
FJ2716,arterial,First posterior ventricular branch of right coronary artery,first posterior ventricular branch of right coronary artery,0.9,,
FJ2717,arterial,First posterior ventricular branch of right coronary artery,first posterior ventricular branch of right coronary artery,1.6,,
FJ2718,arterial,First posterior ventricular branch of right coronary artery,first posterior ventricular branch of right coronary artery,0.6,,
FJ2719,arterial,First posterior ventricular branch of right coronary artery,first posterior ventricular branch of right coronary artery,1.2,,
FJ2720,arterial,First posterior ventricular branch of right coronary artery,first posterior ventricular branch of right coronary artery,1.2,,
FJ2721,arterial,First posterior ventricular branch of right coronary artery,first posterior ventricular branch of right coronary artery,1.1,,
FJ2722,arterial,First posterior ventricular branch of right coronary artery,first posterior ventricular branch of right coronary artery,1.7,,
FJ3228,skeletal,Left first rib,left first rib,6.6,,
FJ3334,skeletal,Right first rib,right first rib,6.6,,
FJ2632,arterial,First right anterior branch of anterior interventricular branch of left coronary artery,first right anterior branch of anterior interventricular branch of left coronary artery,0.5,,
FJ2645,arterial,First right anterior branch of anterior interventricular branch of left coronary artery,first right anterior branch of anterior interventricular branch of left coronary artery,1.8,,
FJ2735,arterial,First septal branch of right posterior interventricular artery,first septal branch of right posterior interventricular artery,1.7,,
FJ3158,skeletal,First thoracic vertebra,first thoracic vertebra,7.3,,
FJ3248,skeletal,Left fourth costal cartilage,left fourth costal cartilage,4.5,,
FJ3339,skeletal,Right fourth costal cartilage,right fourth costal cartilage,4.6,,
FJ3231,skeletal,Left fourth rib,left fourth rib,16.9,,
FJ3340,skeletal,Right fourth rib,right fourth rib,16.9,,
FJ3166,skeletal,Fourth thoracic vertebra,fourth thoracic vertebra,7.0,,
FJ3499,arterial,Left gastric artery,left gastric artery,4.7,,
FJ3594,arterial,Right gastric artery,right gastric artery,3.4,,
FJ3500,venous,Left gastric vein,left gastric vein,5.0,,
FJ3595,venous,Right gastric vein,right gastric vein,2.6,,
FJ3501,arterial,Left gastro-epiploic artery,left gastro-epiploic artery,6.5,,
FJ3596,arterial,Right gastro-epiploic artery,right gastro-epiploic artery,7.7,,
FJ3502,venous,Left gastroepiploic vein,left gastroepiploic vein,7.0,,
FJ3597,venous,Right gastroepiploic vein,right gastroepiploic vein,7.8,,
FJ2656,venous,Great cardiac vein,great cardiac vein,4.5,,
FJ3433,arterial,Great pancreatic artery,great pancreatic artery,1.0,,
FJ3434,venous,Hemiazygos vein,hemiazygos vein,10.4,,
FJ3081,arterial,Hepatic artery proper,hepatic artery proper,3.0,,
FJ1853,venous,Hepatic portal vein,hepatic portal vein,4.9,,
FJ2415,venous,Left hepatic vein,left hepatic vein,6.4,,
FJ2416,venous,Right hepatic vein,right hepatic vein,8.8,,
FJ2818,venous,Hepatovenous segment II,posterior sector of left liver,10.8,,
FJ2819,venous,Hepatovenous segment III,hepatovenous segment iii,8.3,,
FJ2820,venous,Hepatovenous segment IV,hepatovenous segment iv,11.9,,
FJ1858,venous,Hepatovenous segment IX,hepatovenous segment ix,10.8,,
FJ2821,venous,Hepatovenous segment V,hepatovenous segment v,9.1,,
FJ2822,venous,Hepatovenous segment VI,hepatovenous segment vi,12.0,,
FJ2409,venous,Hepatovenous segment VII,hepatovenous segment vii,12.1,,
FJ2823,venous,Hepatovenous segment VIII,hepatovenous segment viii,10.8,,
FJ2824,venous,Hepatovenous segment VIII,hepatovenous segment viii,12.8,,
FJ3437,arterial,Ileal artery,ileal artery,2.4,,
FJ2034,arterial,Ileal branch of inferior branch of ileocolic artery,ileal branch of inferior branch of ileocolic artery,2.4,,
FJ3438,venous,Ileal vein,ileal vein,2.4,,
FJ3439,arterial,Ileocolic artery,ileocolic artery,2.9,,
FJ3415,venous,Ileocolic vein,ileocolic vein,4.6,,
FJ3440,venous,Ileocolic vein,ileocolic vein,2.4,,
FJ2987,arterial,Inferior branch of medial segmental artery,inferior branch of medial segmental artery,2.6,,
FJ2988,arterial,Inferior branch of medial segmental artery,inferior branch of medial segmental artery,4.2,,
FJ2896,arterial,Inferior lingular artery,inferior lingular artery,10.7,,
FJ2897,arterial,Inferior lingular artery,inferior lingular artery,3.9,,
FJ2441,respiratory,Inferior lingular bronchial tree,inferior lingular bronchial tree,10.4,,
FJ2475,respiratory,Inferior lingular bronchial tree,inferior lingular bronchial tree,3.5,,
FJ2934,venous,Inferior lingular vein,inferior lingular vein,5.2,,
FJ2935,venous,Inferior lingular vein,inferior lingular vein,3.6,,
Z_Inferior_lobe_of_left_lung,respiratory,Inferior lobe of left lung,inferior lobe of left lung,19.3,,
Z_Inferior_lobe_of_right_lung,respiratory,Inferior lobe of right lung,inferior lobe of right lung,18.0,,
FJ3263,respiratory,Left inferior nasal concha,wall of left side of internal nose,3.6,,
FJ3369,respiratory,Right inferior nasal concha,wall of right side of internal nose,3.6,,
FJ3444,arterial,Inferior pancreatic artery,inferior pancreatic artery,2.1,,
FJ3446,arterial,Inferior pancreaticoduodenal artery,inferior pancreaticoduodenal artery,1.5,,
FJ3032,venous,Inferior part of medial segmental vein,inferior part of medial segmental vein,6.0,,
FJ3033,venous,Inferior part of medial segmental vein,inferior part of medial segmental vein,3.0,,
FJ3021,venous,Inferior part of right anterior segmental vein,inferior part of right anterior segmental vein,3.6,,
FJ2740,respiratory,Left inferior pharyngeal constrictor,left inferior pharyngeal constrictor,6.5,,
FJ2752,respiratory,Right inferior pharyngeal constrictor,right inferior pharyngeal constrictor,6.5,,
FJ3514,arterial,Left inferior phrenic artery,left inferior phrenic artery,11.8,,
FJ3515,arterial,Left inferior phrenic artery,left inferior phrenic artery,12.6,,
FJ3516,arterial,Left inferior phrenic artery,left inferior phrenic artery,6.0,,
FJ3517,arterial,Left inferior phrenic artery,left inferior phrenic artery,8.3,,
FJ3518,arterial,Left inferior phrenic artery,left inferior phrenic artery,7.1,,
FJ3519,arterial,Left inferior phrenic artery,left inferior phrenic artery,6.1,,
FJ3520,arterial,Left inferior phrenic artery,left inferior phrenic artery,4.2,,
FJ3619,arterial,Right inferior phrenic artery,right inferior phrenic artery,11.1,,
FJ3620,arterial,Right inferior phrenic artery,right inferior phrenic artery,10.7,,
FJ3621,arterial,Right inferior phrenic artery,right inferior phrenic artery,7.3,,
FJ3622,arterial,Right inferior phrenic artery,right inferior phrenic artery,3.6,,
FJ3623,arterial,Right inferior phrenic artery,right inferior phrenic artery,4.3,,
FJ3624,arterial,Right inferior phrenic artery,right inferior phrenic artery,12.9,,
FJ3625,arterial,Right inferior phrenic artery,right inferior phrenic artery,5.4,,
FJ3626,arterial,Right inferior phrenic artery,right inferior phrenic artery,7.9,,
FJ3447,venous,Inferior phrenic vein,inferior phrenic vein,14.7,,
FJ3448,venous,Inferior phrenic vein,inferior phrenic vein,8.9,,
